ZIP,CITY,SUBDIVISION
39699,"Corvera de Toranzo",ES-S
39200,"Campoo de Enmedio",ES-S
39212,"Campoo de Enmedio",ES-S
39213,"Campoo de Enmedio",ES-S
39491,"Campoo de Enmedio",ES-S
39210,"Entrambasaguas",ES-S
39715,"Entrambasaguas",ES-S
39716,"Entrambasaguas",ES-S
39719,"Entrambasaguas",ES-S
39795,"Escalante",ES-S
39787,"Guriezo",ES-S
39788,"Guriezo",ES-S
39880,"Guriezo",ES-S
39730,"Hazas de Cesto",ES-S
39738,"Hazas de Cesto",ES-S
39739,"Hazas de Cesto",ES-S
39211,"Hermandad de Campoo de Suso",ES-S
39550,"Herrerías",ES-S
39551,"Herrerías",ES-S
39594,"Herrerías",ES-S
39770,"Laredo",ES-S
39777,"Laredo",ES-S
39779,"Laredo",ES-S
39776,"Liendo",ES-S
39718,"Liérganes",ES-S
39722,"Liérganes",ES-S
39727,"Liérganes",ES-S
39778,"Limpias",ES-S
39820,"Limpias",ES-S
39681,"Luena",ES-S
39687,"Luena",ES-S
39688,"Luena",ES-S
39130,"Marina de Cudeyo",ES-S
39618,"Marina de Cudeyo",ES-S
39792,"Marina de Cudeyo",ES-S
39619,"Medio Cudeyo",ES-S
39710,"Medio Cudeyo",ES-S
39724,"Medio Cudeyo",ES-S
39192,"Meruelo",ES-S
39310,"Miengo",ES-S
39318,"Miengo",ES-S
39723,"Miera",ES-S
39725,"Miera",ES-S
39728,"Miera",ES-S
39430,"Molledo",ES-S
39438,"Molledo",ES-S
39439,"Molledo",ES-S
39180,"Noja",ES-S
39627,"Penagos",ES-S
39572,"Pesaguero",ES-S
39120,"Piélagos",ES-S
39470,"Piélagos",ES-S
39477,"Piélagos",ES-S
39478,"Piélagos",ES-S
39479,"Piélagos",ES-S
39612,"Piélagos",ES-S
39556,"Polaciones",ES-S
39557,"Polaciones",ES-S
39312,"Polanco",ES-S
39313,"Polanco",ES-S
39570,"Potes",ES-S
39670,"Puente Viesgo",ES-S
39679,"Puente Viesgo",ES-S
39800,"Ramales de la Victoria",ES-S
39805,"Ramales de la Victoria",ES-S
39809,"Ramales de la Victoria",ES-S
39811,"Ramales de la Victoria",ES-S
39815,"Ramales de la Victoria",ES-S
39860,"Rasines",ES-S
39530,"Reocín",ES-S
39538,"Reocín",ES-S
39590,"Reocín",ES-S
39838,"Reocín",ES-S
39140,"Ribamontán Al Mar",ES-S
39146,"Ribamontán Al Mar",ES-S
39150,"Ribamontán Al Mar",ES-S
39160,"Ribamontán Al Mar",ES-S
39793,"Ribamontán Al Monte",ES-S
39794,"Ribamontán Al Monte",ES-S
39553,"Rionansa",ES-S
39554,"Rionansa",ES-S
39559,"Rionansa",ES-S
39720,"Riotuerto",ES-S
39416,"Rozas de Valdearroyo, las",ES-S
39417,"Rozas de Valdearroyo, las",ES-S
39513,"Ruente",ES-S
39812,"Ruesga",ES-S
39527,"Ruiloba",ES-S
39409,"San Felices de Buelna",ES-S
39683,"San Pedro del Romeral",ES-S
39686,"San Pedro del Romeral",ES-S
39726,"San Roque de Riomiera",ES-S
39100,"Santa Cruz de Bezana",ES-S
39108,"Santa Cruz de Bezana",ES-S
39109,"Santa Cruz de Bezana",ES-S
39110,"Santa Cruz de Bezana",ES-S
39620,"Santa María de Cayón",ES-S
39626,"Santa María de Cayón",ES-S
39694,"Santa María de Cayón",ES-S
39789,"Santa María de Cayón",ES-S
39001,"Santander",ES-S
39002,"Santander",ES-S
39003,"Santander",ES-S
39004,"Santander",ES-S
39005,"Santander",ES-S
39006,"Santander",ES-S
39007,"Santander",ES-S
39008,"Santander",ES-S
39009,"Santander",ES-S
39010,"Santander",ES-S
39011,"Santander",ES-S
39012,"Santander",ES-S
39070,"Santander",ES-S
39071,"Santander",ES-S
39080,"Santander",ES-S
39314,"Santillana del Mar",ES-S
39330,"Santillana del Mar",ES-S
39360,"Santillana del Mar",ES-S
39490,"Santiurde de Reinosa",ES-S
39689,"Santiurde de Toranzo",ES-S
39691,"Santiurde de Toranzo",ES-S
39698,"Santiurde de Toranzo",ES-S
39740,"Santoña",ES-S
39749,"Santoña",ES-S
39540,"San Vicente de la Barquera",ES-S
39547,"San Vicente de la Barquera",ES-S
39548,"San Vicente de la Barquera",ES-S
39549,"San Vicente de la Barquera",ES-S
39639,"Saro",ES-S
39696,"Selaya",ES-S
39806,"Soba",ES-S
39807,"Soba",ES-S
39808,"Soba",ES-S
39717,"Solórzano",ES-S
39340,"Suances",ES-S
39350,"Suances",ES-S
39721,"Suances",ES-S
39517,"Tojos, los",ES-S
39300,"Torrelavega",ES-S
39315,"Torrelavega",ES-S
39316,"Torrelavega",ES-S
39317,"Torrelavega",ES-S
39555,"Tudanca",ES-S
39592,"Valdáliga",ES-S
39593,"Valdáliga",ES-S
39595,"Valdáliga",ES-S
39410,"Valdeolea",ES-S
39418,"Valdeolea",ES-S
39248,"Valdeprado del Río",ES-S
39419,"Valdeprado del Río",ES-S
39220,"Valderredible",ES-S
39229,"Valderredible",ES-S
39230,"Valderredible",ES-S
39232,"Valderredible",ES-S
39250,"Valderredible",ES-S
39560,"Val de San Vicente",ES-S
39569,"Val de San Vicente",ES-S
39575,"Vega de Liébana",ES-S
39577,"Vega de Liébana",ES-S
39685,"Vega de Pas",ES-S
39640,"Villacarriedo",ES-S
39649,"Villacarriedo",ES-S
39690,"Villaescusa",ES-S
39692,"Villaescusa",ES-S
39630,"Villafufre",ES-S
39638,"Villafufre",ES-S
39762,"Voto",ES-S
39764,"Voto",ES-S
39766,"Voto",ES-S
40141,"Abades",ES-SG
40192,"Adrada de Pirón",ES-SG
40354,"Adrados",ES-SG
40340,"Aguilafuente",ES-SG
40529,"Alconada de Maderuelo",ES-SG
40389,"Aldealcorvo",ES-SG
40162,"Aldealengua de Pedraza",ES-SG
40555,"Aldealengua de Santa María",ES-SG
40532,"Aldeanueva de la Serrezuela",ES-SG
40462,"Aldeanueva del Codonal",ES-SG
40292,"Aldea Real",ES-SG
40235,"Aldeasoña",ES-SG
40533,"Aldehorno",ES-SG
40530,"Aldeonte",ES-SG
40531,"Aldeonte",ES-SG
40121,"Anaya",ES-SG
40492,"Añe",ES-SG
40173,"Arahuetes",ES-SG
40184,"Arahuetes",ES-SG
40164,"Arcones",ES-SG
40185,"Arevalillo de Cega",ES-SG
40491,"Armuña",ES-SG
40494,"Armuña",ES-SG
40512,"Ayllón",ES-SG
40514,"Ayllón",ES-SG
40520,"Ayllón",ES-SG
40594,"Ayllón",ES-SG
40180,"Basardilla",ES-SG
40480,"Basardilla",ES-SG
40144,"Bercial",ES-SG
40550,"Bercimuel",ES-SG
40430,"Bernardos",ES-SG
40190,"Bernuy de Porreros",ES-SG
40560,"Boceguillas",ES-SG
40568,"Boceguillas",ES-SG
40182,"Caballar",ES-SG
40392,"Cabañas de Polendos",ES-SG
40396,"Cabezuela",ES-SG
40356,"Calabazas de Fuentidueña",ES-SG
40551,"Campo de San Pedro",ES-SG
40552,"Campo de San Pedro",ES-SG
40553,"Campo de San Pedro",ES-SG
40320,"Cantalejo",ES-SG
40380,"Cantalejo",ES-SG
40360,"Cantimpalos",ES-SG
40270,"Carbonero El Mayor",ES-SG
40331,"Carrascal del Río",ES-SG
40590,"Casla",ES-SG
40593,"Castillejo de Mesleón",ES-SG
40315,"Castro de Fuentidueña",ES-SG
40318,"Castroserna de Abajo",ES-SG
40316,"Castroserracín",ES-SG
40591,"Cerezo de Abajo",ES-SG
40592,"Cerezo de Arriba",ES-SG
40332,"Cobos de Fuentidueña",ES-SG
40496,"Coca",ES-SG
40463,"Codorniz",ES-SG
40464,"Codorniz",ES-SG
40170,"Collado Hermoso",ES-SG
40200,"Cuéllar",ES-SG
40210,"Cuéllar",ES-SG
40211,"Cuéllar",ES-SG
40215,"Cuéllar",ES-SG
40230,"Cuéllar",ES-SG
40231,"Cuéllar",ES-SG
40232,"Cuéllar",ES-SG
40241,"Cuéllar",ES-SG
40242,"Cuéllar",ES-SG
40216,"Chañe",ES-SG
40495,"Domingo García",ES-SG
40469,"Donhierro",ES-SG
40312,"Duruelo",ES-SG
40391,"Encinillas",ES-SG
40350,"Escalona del Prado",ES-SG
40291,"Escarabajosa de Cabezas",ES-SG
40393,"Escobar de Polendos",ES-SG
40400,"Espinar, el",ES-SG
40410,"Espinar, el",ES-SG
40419,"Espinar, el",ES-SG
40424,"Espinar, el",ES-SG
40440,"Espinar, el",ES-SG
40191,"Espirdo",ES-SG
40217,"Fresneda de Cuéllar",ES-SG
40516,"Fresno de Cantespino",ES-SG
40518,"Fresno de Cantespino",ES-SG
40540,"Fresno de la Fuente",ES-SG
40298,"Frumales",ES-SG
40359,"Fuente El Olmo de Fuentidueña",ES-SG
40218,"Fuente El Olmo de Íscar",ES-SG
40260,"Fuentepelayo",ES-SG
40358,"Fuentepiñel",ES-SG
40330,"Fuenterrebollo",ES-SG
40355,"Fuentesaúco de Fuentidueña",ES-SG
40314,"Fuentesoto",ES-SG
40357,"Fuentidueña",ES-SG
40120,"Garcillán",ES-SG
40240,"Gomezserracín",ES-SG
40569,"Grajera",ES-SG
40541,"Honrubia de la Cuesta",ES-SG
40353,"Hontalbilla",ES-SG
40490,"Hontanares de Eresma",ES-SG
40151,"Ituero y Lama",ES-SG
40131,"Juarros de Riomoros",ES-SG
40445,"Juarros de Voltoya",ES-SG
40146,"Labajos",ES-SG
40236,"Laguna de Contreras",ES-SG
40556,"Languilla",ES-SG
40352,"Lastras de Cuéllar",ES-SG
40142,"Lastras del Pozo",ES-SG
40196,"Lastrilla, la",ES-SG
40420,"Losa, la",ES-SG
40554,"Maderuelo",ES-SG
40133,"Marazuela",ES-SG
40130,"Martín Miguel",ES-SG
40466,"Martín Muñoz de la Dehesa",ES-SG
40446,"Martín Muñoz de las Posadas",ES-SG
40163,"Matabuena",ES-SG
40214,"Mata de Cuéllar",ES-SG
40175,"Matilla, la",ES-SG
40444,"Melque de Cercos",ES-SG
40234,"Membibre de la Hoz",ES-SG
40441,"Migueláñez",ES-SG
40468,"Montejo de Arévalo",ES-SG
40542,"Montejo de la Vega de la Serrezuela",ES-SG
40250,"Mozoncillo",ES-SG
40145,"Muñopedro",ES-SG
40183,"Muñoveros",ES-SG
40450,"Nava de la Asunción",ES-SG
40461,"Nava de la Asunción",ES-SG
40161,"Navafría",ES-SG
40280,"Navalmanzano",ES-SG
40470,"Navas de Oro",ES-SG
40408,"Navas de San Antonio",ES-SG
40447,"Nieva",ES-SG
40220,"Olombrada",ES-SG
40233,"Olombrada",ES-SG
40176,"Orejana",ES-SG
40422,"Otero de Herreros",ES-SG
40567,"Pajarejos",ES-SG
40194,"Palazuelos de Eresma",ES-SG
40172,"Pedraza",ES-SG
40296,"Pinarejos",ES-SG
40294,"Pinarnegrillo",ES-SG
40165,"Prádena",ES-SG
40500,"Riaza",ES-SG
40510,"Riaza",ES-SG
40511,"Riaza",ES-SG
40517,"Riaza",ES-SG
40513,"Ribota",ES-SG
40515,"Riofrío de Riaza",ES-SG
40290,"Roda de Eresma",ES-SG
40237,"Sacramenia",ES-SG
40442,"Samboal",ES-SG
40443,"Samboal",ES-SG
40212,"San Cristóbal de Cuéllar",ES-SG
40465,"San Cristóbal de la Vega",ES-SG
40297,"Sanchonuño",ES-SG
40134,"Sangarcía",ES-SG
40100,"San Ildefonso",ES-SG
40109,"San Ildefonso",ES-SG
40295,"San Martín y Mudrián",ES-SG
40122,"Santa María la Real de Nieva",ES-SG
40123,"Santa María la Real de Nieva",ES-SG
40135,"Santa María la Real de Nieva",ES-SG
40136,"Santa María la Real de Nieva",ES-SG
40448,"Santa María la Real de Nieva",ES-SG
40449,"Santa María la Real de Nieva",ES-SG
40310,"Santa Marta del Cerro",ES-SG
40171,"Santiuste de Pedraza",ES-SG
40460,"Santiuste de San Juan Bautista",ES-SG
40351,"Sauquillo de Cabezas",ES-SG
40001,"Segovia",ES-SG
40002,"Segovia",ES-SG
40003,"Segovia",ES-SG
40004,"Segovia",ES-SG
40005,"Segovia",ES-SG
40006,"Segovia",ES-SG
40070,"Segovia",ES-SG
40071,"Segovia",ES-SG
40080,"Segovia",ES-SG
40153,"Segovia",ES-SG
40154,"Segovia",ES-SG
40195,"Segovia",ES-SG
40300,"Sepúlveda",ES-SG
40311,"Sepúlveda",ES-SG
40317,"Sepúlveda",ES-SG
40467,"Tolocirio",ES-SG
40313,"Torreadrada",ES-SG
40160,"Torrecaballeros",ES-SG
40394,"Torreiglesias",ES-SG
40181,"Turégano",ES-SG
40370,"Turégano",ES-SG
40423,"Valdeprados",ES-SG
40390,"Valseca",ES-SG
40238,"Valtiendas",ES-SG
40140,"Valverde del Majano",ES-SG
40213,"Vallelado",ES-SG
40174,"Valleruela de Pedraza",ES-SG
40395,"Veganzones",ES-SG
40150,"Villacastín",ES-SG
40219,"Villaverde de Íscar",ES-SG
40493,"Yanguas de Eresma",ES-SG
40152,"Zarzuela del Monte",ES-SG
40293,"Zarzuela del Pinar",ES-SG
40421,"Ortigosa del Monte",ES-SG
40132,"Marazoleja",ES-SG
40239,"Cuevas de Provanco",ES-SG
40197,"San Cristóbal de Segovia",ES-SG
41550,"Aguadulce",ES-SE
41380,"Alanís",ES-SE
41809,"Albaida del Aljarafe",ES-SE
41500,"Alcalá de Guadaira",ES-SE
41200,"Alcalá del Río",ES-SE
41209,"Alcalá del Río",ES-SE
41319,"Alcalá del Río",ES-SE
41440,"Alcolea del Río",ES-SE
41449,"Alcolea del Río",ES-SE
41980,"Algaba, la",ES-SE
41989,"Algaba, la",ES-SE
41661,"Algámitas",ES-SE
41240,"Almadén de la Plata",ES-SE
41111,"Almensilla",ES-SE
41600,"Arahal",ES-SE
41489,"Aznalcázar",ES-SE
41849,"Aznalcázar",ES-SE
41847,"Aznalcóllar",ES-SE
41870,"Aznalcóllar",ES-SE
41570,"Badolatosa",ES-SE
41599,"Badolatosa",ES-SE
41805,"Benacazón",ES-SE
41110,"Bollullos de la Mitación",ES-SE
41930,"Bormujos",ES-SE
41310,"Brenes",ES-SE
41220,"Burguillos",ES-SE
41729,"Cabezas de San Juan, las",ES-SE
41730,"Cabezas de San Juan, las",ES-SE
41900,"Camas",ES-SE
41910,"Camas",ES-SE
41429,"Campana, la",ES-SE
41320,"Cantillana",ES-SE
41339,"Carmona",ES-SE
41410,"Carmona",ES-SE
41820,"Carrión de los Céspedes",ES-SE
41580,"Casariche",ES-SE
41230,"Castilblanco de los Arroyos",ES-SE
41908,"Castilleja de Guzmán",ES-SE
41950,"Castilleja de la Cuesta",ES-SE
41810,"Castilleja del Campo",ES-SE
41889,"Castillo de las Guardas, el",ES-SE
41890,"Castillo de las Guardas, el",ES-SE
41898,"Castillo de las Guardas, el",ES-SE
41899,"Castillo de las Guardas, el",ES-SE
41370,"Cazalla de la Sierra",ES-SE
41450,"Constantina",ES-SE
41100,"Coria del Río",ES-SE
41780,"Coripe",ES-SE
41760,"Coronil, el",ES-SE
41657,"Corrales, los",ES-SE
41089,"Dos Hermanas",ES-SE
41700,"Dos Hermanas",ES-SE
41400,"Écija",ES-SE
41409,"Écija",ES-SE
41567,"Écija",ES-SE
41807,"Espartinas",ES-SE
41560,"Estepa",ES-SE
41420,"Fuentes de Andalucía",ES-SE
41439,"Fuentes de Andalucía",ES-SE
41888,"Garrobo, el",ES-SE
41120,"Gelves",ES-SE
41130,"Gelves",ES-SE
41860,"Gerena",ES-SE
41565,"Gilena",ES-SE
41960,"Gines",ES-SE
41390,"Guadalcanal",ES-SE
41210,"Guillena",ES-SE
41218,"Guillena",ES-SE
41219,"Guillena",ES-SE
41830,"Huévar del Aljarafe",ES-SE
41630,"Lantejuela, la",ES-SE
41710,"Lebrija",ES-SE
41740,"Lebrija",ES-SE
41564,"Lora de Estepa",ES-SE
41444,"Lora del Río",ES-SE
41430,"Luisiana, la",ES-SE
41897,"Madroño, el",ES-SE
41510,"Mairena del Alcor",ES-SE
41530,"Mairena del Alcor",ES-SE
41926,"Mairena del Aljarafe",ES-SE
41927,"Mairena del Aljarafe",ES-SE
41929,"Mairena del Aljarafe",ES-SE
41620,"Marchena",ES-SE
41569,"Marinaleda",ES-SE
41658,"Martín de la Jara",ES-SE
41750,"Molares, los",ES-SE
41770,"Montellano",ES-SE
41460,"Navas de la Concepción, las",ES-SE
41804,"Olivares",ES-SE
41640,"Osuna",ES-SE
41720,"Palacios y Villafranca, los",ES-SE
41727,"Palacios y Villafranca, los",ES-SE
41728,"Palacios y Villafranca, los",ES-SE
41928,"Palomares del Río",ES-SE
41610,"Paradas",ES-SE
41566,"Pedrera",ES-SE
41360,"Pedroso, el",ES-SE
41470,"Peñaflor",ES-SE
41840,"Pilas",ES-SE
41670,"Pruna",ES-SE
41540,"Puebla de Cazalla, la",ES-SE
41479,"Puebla de los Infantes, la",ES-SE
41140,"Puebla del Río, la",ES-SE
41250,"Real de la Jara, el",ES-SE
41300,"Rinconada, la",ES-SE
41309,"Rinconada, la",ES-SE
41590,"Roda de Andalucía, la",ES-SE
41880,"Ronquillo, el",ES-SE
41568,"Rubio, el",ES-SE
41909,"Salteras",ES-SE
41920,"San Juan de Aznalfarache",ES-SE
41800,"Sanlúcar la Mayor",ES-SE
41338,"San Nicolás del Puerto",ES-SE
41388,"San Nicolás del Puerto",ES-SE
41389,"San Nicolás del Puerto",ES-SE
41970,"Santiponce",ES-SE
41650,"Saucejo, el",ES-SE
41659,"Saucejo, el",ES-SE
04101,"Sevilla",ES-AL
05225,"Sevilla",ES-AV
41001,"Sevilla",ES-SE
41002,"Sevilla",ES-SE
41003,"Sevilla",ES-SE
41004,"Sevilla",ES-SE
41005,"Sevilla",ES-SE
41006,"Sevilla",ES-SE
41007,"Sevilla",ES-SE
41008,"Sevilla",ES-SE
41009,"Sevilla",ES-SE
41010,"Sevilla",ES-SE
41011,"Sevilla",ES-SE
41012,"Sevilla",ES-SE
41013,"Sevilla",ES-SE
41014,"Sevilla",ES-SE
41015,"Sevilla",ES-SE
41016,"Sevilla",ES-SE
41017,"Sevilla",ES-SE
41018,"Sevilla",ES-SE
41019,"Sevilla",ES-SE
41020,"Sevilla",ES-SE
41070,"Sevilla",ES-SE
41071,"Sevilla",ES-SE
41080,"Sevilla",ES-SE
41092,"Sevilla",ES-SE
41104,"Sevilla",ES-SE
41330,"Tocina",ES-SE
41340,"Tocina",ES-SE
41940,"Tomares",ES-SE
41806,"Umbrete",ES-SE
41471,"Utrera",ES-SE
41719,"Utrera",ES-SE
41907,"Valencina de la Concepción",ES-SE
41850,"Villamanrique de la Condesa",ES-SE
41808,"Villanueva del Ariscal",ES-SE
41329,"Villanueva del Río y Minas",ES-SE
41350,"Villanueva del Río y Minas",ES-SE
41359,"Villanueva del Río y Minas",ES-SE
41660,"Villanueva de San Juan",ES-SE
41318,"Villaverde del Río",ES-SE
41348,"Villaverde del Río",ES-SE
41520,"Viso del Alcor, el",ES-SE
41150,"Isla Mayor",ES-SE
41749,"Cuervo de Sevilla, el",ES-SE
42146,"Abejar",ES-SO
42216,"Adradas",ES-SO
42100,"Ágreda",ES-SO
42107,"Ágreda",ES-SO
42108,"Ágreda",ES-SO
42109,"Ágreda",ES-SO
42133,"Alconaba",ES-SO
42351,"Alcubilla de Avellaneda",ES-SO
42353,"Alcubilla de Avellaneda",ES-SO
42295,"Alcubilla de las Peñas",ES-SO
42135,"Aldealafuente",ES-SO
42171,"Aldealices",ES-SO
42111,"Aldealpozo",ES-SO
42180,"Aldealseñor",ES-SO
42182,"Aldehuela de Periáñez",ES-SO
42173,"Aldehuelas, las",ES-SO
42174,"Aldehuelas, las",ES-SO
42225,"Alentisque",ES-SO
42129,"Aliud",ES-SO
42222,"Almaluez",ES-SO
42258,"Almaluez",ES-SO
42160,"Almarza",ES-SO
42161,"Almarza",ES-SO
42164,"Almarza",ES-SO
42167,"Almarza",ES-SO
42169,"Almarza",ES-SO
42200,"Almazán",ES-SO
42212,"Almazán",ES-SO
42126,"Almazul",ES-SO
42127,"Almazul",ES-SO
42130,"Almenar de Soria",ES-SO
42131,"Almenar de Soria",ES-SO
42136,"Almenar de Soria",ES-SO
42213,"Alpanseque",ES-SO
42249,"Arcos de Jalón",ES-SO
42250,"Arcos de Jalón",ES-SO
42257,"Arcos de Jalón",ES-SO
42259,"Arcos de Jalón",ES-SO
42269,"Arcos de Jalón",ES-SO
42368,"Arenillas",ES-SO
42214,"Baraona",ES-SO
42210,"Barca",ES-SO
42366,"Bayubas de Abajo",ES-SO
42360,"Berlanga de Duero",ES-SO
42367,"Berlanga de Duero",ES-SO
42369,"Berlanga de Duero",ES-SO
42193,"Blacos",ES-SO
42128,"Bliecos",ES-SO
42191,"Borjabad",ES-SO
42218,"Borjabad",ES-SO
42138,"Borobia",ES-SO
42162,"Buitrago",ES-SO
42195,"Burgo de Osma-ciudad de Osma",ES-SO
42196,"Burgo de Osma-ciudad de Osma",ES-SO
42300,"Burgo de Osma-ciudad de Osma",ES-SO
42310,"Burgo de Osma-ciudad de Osma",ES-SO
42311,"Burgo de Osma-ciudad de Osma",ES-SO
42312,"Burgo de Osma-ciudad de Osma",ES-SO
42313,"Burgo de Osma-ciudad de Osma",ES-SO
42318,"Burgo de Osma-ciudad de Osma",ES-SO
42350,"Burgo de Osma-ciudad de Osma",ES-SO
42391,"Burgo de Osma-ciudad de Osma",ES-SO
42147,"Cabrejas del Pinar",ES-SO
42165,"Calatañazor",ES-SO
42194,"Calatañazor",ES-SO
42134,"Candilichera",ES-SO
42124,"Cañamaque",ES-SO
42137,"Carabantes",ES-SO
42148,"Casarejos",ES-SO
42113,"Castilruiz",ES-SO
42328,"Castillejo de Robledo",ES-SO
42211,"Centenera de Andaluz",ES-SO
42175,"Cerbón",ES-SO
42181,"Cerbón",ES-SO
42145,"Cidones",ES-SO
42114,"Cigudosa",ES-SO
42217,"Coscurita",ES-SO
42223,"Coscurita",ES-SO
42157,"Covaleda",ES-SO
42290,"Cubo de la Solana",ES-SO
42125,"Deza",ES-SO
42158,"Duruelo de la Sierra",ES-SO
42224,"Escobosa de Almazán",ES-SO
42141,"Espeja de San Marcelino",ES-SO
42142,"Espeja de San Marcelino",ES-SO
42215,"Frechilla de Almazán",ES-SO
42143,"Fuentearmegil",ES-SO
42339,"Fuentecambrón",ES-SO
42170,"Fuentelsaz de Soria",ES-SO
42293,"Fuentepinilla",ES-SO
42163,"Garray",ES-SO
42190,"Golmayo",ES-SO
42192,"Golmayo",ES-SO
42120,"Gómara",ES-SO
42112,"Hinojosa del Campo",ES-SO
42320,"Langa de Duero",ES-SO
42329,"Langa de Duero",ES-SO
42390,"Langa de Duero",ES-SO
42341,"Liceras",ES-SO
42230,"Medinaceli",ES-SO
42240,"Medinaceli",ES-SO
42248,"Medinaceli",ES-SO
42296,"Miño de Medinaceli",ES-SO
42155,"Molinos de Duero",ES-SO
42156,"Molinos de Duero",ES-SO
42220,"Monteagudo de las Vicarías",ES-SO
42221,"Monteagudo de las Vicarías",ES-SO
42315,"Montejo de Tiermes",ES-SO
42342,"Montejo de Tiermes",ES-SO
42343,"Montejo de Tiermes",ES-SO
42344,"Montejo de Tiermes",ES-SO
42189,"Narros",ES-SO
42149,"Navaleno",ES-SO
42132,"Noviercas",ES-SO
42110,"Ólvega",ES-SO
42172,"Oncala",ES-SO
42291,"Quintana Redonda",ES-SO
42294,"Quintana Redonda",ES-SO
42314,"Recuerda",ES-SO
42316,"Retortillo de Soria",ES-SO
42152,"Royo, el",ES-SO
42153,"Royo, el",ES-SO
42159,"Royo, el",ES-SO
42151,"San Esteban de Gormaz",ES-SO
42330,"San Esteban de Gormaz",ES-SO
42340,"San Esteban de Gormaz",ES-SO
42345,"San Esteban de Gormaz",ES-SO
42352,"San Esteban de Gormaz",ES-SO
42140,"San Leonardo de Yagüe",ES-SO
42176,"Santa Cruz de Yanguas",ES-SO
42260,"Santa María de Huerta",ES-SO
42001,"Soria",ES-SO
42002,"Soria",ES-SO
42003,"Soria",ES-SO
42004,"Soria",ES-SO
42005,"Soria",ES-SO
42070,"Soria",ES-SO
42071,"Soria",ES-SO
42080,"Soria",ES-SO
42166,"Sotillo del Rincón",ES-SO
42317,"Talveila",ES-SO
42392,"Velamazán",ES-SO
42177,"Villar del Río",ES-SO
42150,"Vinuesa",ES-SO
43714,"Aiguamúrcia",ES-T
43815,"Aiguamúrcia",ES-T
43178,"Albinyana",ES-T
43716,"Albinyana",ES-T
43718,"Albinyana",ES-T
43479,"Albiol, l'",ES-T
43530,"Alcanar",ES-T
43569,"Alcanar",ES-T
43460,"Alcover",ES-T
43591,"Aldover",ES-T
43381,"Aleixar, l'",ES-T
43528,"Alfara de Carles",ES-T
43365,"Alforja",ES-T
43813,"Alió",ES-T
43393,"Almoster",ES-T
43893,"Altafulla",ES-T
43860,"Ametlla de Mar, l'",ES-T
43549,"Amposta",ES-T
43870,"Amposta",ES-T
43879,"Amposta",ES-T
43720,"Arboç, l'",ES-T
43773,"Argentera, l'",ES-T
43597,"Arnes",ES-T
43791,"Ascó",ES-T
43711,"Banyeres del Penedès",ES-T
43715,"Banyeres del Penedès",ES-T
43422,"Barberà de la Conca",ES-T
43429,"Barberà de la Conca",ES-T
43786,"Batea",ES-T
43738,"Bellmunt del Priorat",ES-T
43719,"Bellvei",ES-T
43512,"Benifallet",ES-T
43747,"Benissanet",ES-T
43372,"Bisbal de Falset, la",ES-T
43717,"Bisbal del Penedès, la",ES-T
43411,"Blancafort",ES-T
43884,"Bonastre",ES-T
43350,"Borges del Camp, les",ES-T
43785,"Bot",ES-T
43772,"Botarell",ES-T
43812,"Bràfim",ES-T
43373,"Cabacés",ES-T
43811,"Cabra del Camp",ES-T
43820,"Calafell",ES-T
43882,"Calafell",ES-T
43850,"Cambrils",ES-T
43364,"Capafonts",ES-T
43776,"Capçanes",ES-T
43787,"Caseres",ES-T
43392,"Castellvell del Camp",ES-T
43150,"Catllar, el",ES-T
43764,"Catllar, el",ES-T
43560,"Sénia, la",ES-T
43310,"Colldejou",ES-T
43427,"Conesa",ES-T
43120,"Constantí",ES-T
43784,"Corbera d'Ebre",ES-T
43360,"Cornudella de Montsant",ES-T
43362,"Cornudella de Montsant",ES-T
43539,"Creixell",ES-T
43839,"Creixell",ES-T
43881,"Cunit",ES-T
43592,"Xerta",ES-T
43440,"Espluga de Francolí, l'",ES-T
43730,"Falset",ES-T
43781,"Fatarella, la",ES-T
43736,"Figuera, la",ES-T
43750,"Flix",ES-T
43425,"Forès",ES-T
43558,"Freginals",ES-T
43515,"Galera, la",ES-T
43780,"Gandesa",ES-T
43749,"Garcia",ES-T
43153,"Garidells, els",ES-T
43748,"Ginestar",ES-T
43516,"Godall",ES-T
43737,"Gratallops",ES-T
43777,"Guiamets, els",ES-T
43596,"Horta de Sant Joan",ES-T
43712,"Llorenç del Penedès",ES-T
43371,"Margalef",ES-T
43771,"Margalef",ES-T
43775,"Marçà",ES-T
43514,"Mas de Barberans",ES-T
43878,"Masdenverge",ES-T
43143,"Masó, la",ES-T
43382,"Maspujols",ES-T
43400,"Montblanc",ES-T
43410,"Montblanc",ES-T
43414,"Montblanc",ES-T
43415,"Montblanc",ES-T
43459,"Montblanc",ES-T
43340,"Montbrió del Camp",ES-T
43205,"Montmell, el",ES-T
43300,"Mont-roig del Camp",ES-T
43892,"Mont-roig del Camp",ES-T
43740,"Móra d'Ebre",ES-T
43770,"Móra la Nova",ES-T
43760,"Morell, el",ES-T
43361,"Morera de Montsant, la",ES-T
43379,"Morera de Montsant, la",ES-T
43763,"Nou de Gaià, la",ES-T
43887,"Nulles",ES-T
43370,"Palma d'Ebre, la",ES-T
43151,"Pallaresos, els",ES-T
43413,"Passanant",ES-T
43593,"Paüls",ES-T
43152,"Perafort",ES-T
43155,"Perafort",ES-T
43519,"Perelló, el",ES-T
